id_registry,registry,project_developer,project_name,project_type,saleable_credits_registered,credits_retired_all_time,total_buffer_pool_credits,estimated_annual_emission_reductions,project_description,methodology_version,state,project_status,start,end,crediting_period_term,certification_date,area_hectares,afolu,redd_type,public_or_indigenous_land,document_size_pages,gold_standard_ggc,vcs,ccb-silver,ccb-gold,ccb-biodiversity_gold,ccb-community_gold,ccb-climate_gold,ccb-no_distinction,ccb,ccb_development,fsc_certification,fsc_development,social_carbon,cdm,corsia,sdg,michael_greene_association,vcs_project_validator,legal_issues,legal_issues_-_more_information,ccb_project_status,ccb_project_type,ccb_project_validator,ccb_standard_edition,proponent_information,auditor_site_visit_to_and_from_date,number_of_verifications_ccb,first_verification,second_verification,third_verification,fourth_verification,fifth_verification,sixth__verification,seventh_verification
4117,VERRA,ECCON Soluções Ambientais,REDD Carbonflor,REDD+,0,0,NA,100421,Agriculture Forestry and Other Land Use,VM0007,GO/AC/MS,Under validation,2021-10-06,2051-10-05,"1st, 06/10/2021 - 05/10/2051",NA,9590,REDD,AUD/APD,0,325,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,EcoLance Private Limited,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,VCS Validation/Verification Body,CCB Third Edition,NA,03-Aug-2022 to 04-Aug-2022,1,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA
4131,VERRA,Future Carbon Holding S.A.,Future Carbon Methane Capture Grouped Project,Waste Handling and Disposal,0,0,NA,13298,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,AMS-I.D.//AMS-III.D.,PR,Under validation,2023-03-01,2030-02-28,"1st, 01/03/2023 - 28/02/2030",NA,NA,NA,NA,0,59,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4138,VERRA,RECICLE CATARINENSE DE RESÍDUOS LTDA.,BRUSQUE LANDFILL GAS PROJECT,Waste Handling and Disposal,0,0,NA,154105,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,SC,Registration requested,2022-07-11,2029-07-10,"1st, 11/07/2022 - 10/07/2029",NA,NA,NA,NA,0,143,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4141,VERRA,Future Carbon Holding S.A.,Itamarati Grouped REDD Project,REDD+,0,0,NA,42151,Agriculture Forestry and Other Land Use,VM0015,MT,Under validation,2022-04-25,2052-04-24,"1st, 25/04/2022 - 24/04/2052",NA,22753,REDD,AUD,0,167,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4142,VERRA,Future Carbon Holding S.A.,Serenity Valley REDD Project,REDD+,0,0,NA,251636,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2020-05-25,2050-05-24,"1st, 25/05/2020 - 24/05/2050",NA,52645,REDD,AUD,0,179,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4143,VERRA,Future Carbon Holding S.A.,Urupianga Grouped REDD Project,REDD+,0,0,NA,76993,Agriculture Forestry and Other Land Use,VM0015,MT/PA,Under validation,2021-02-01,2051-01-31,"1st, 01/02/2021 - 31/01/2051",NA,13351,REDD,AUD,0,177,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,VCS Validation/Verification Body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4165,VERRA,Multiple Proponents,Seringueira REDD+ Project,REDD+,0,0,NA,1054735,Agriculture Forestry and Other Land Use,VM0007,AM,Under validation,2020-07-17,2030-07-16,"1st, 17/07/2020 - 16/07/2030",NA,2774,REDD,APD,0,253,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,"Ruby Canyon Engineering, Inc",NA,NA,Under validation,"Afforestation, Reforestation and Revegetation","Ruby Canyon Engineering, Inc",CCB Third Edition,NA,NA,1,Ruby Canyon Engineering,NA,NA,NA,NA,NA,NA
4209,VERRA,GNR FORTALEZA VALORIZAÇÃO DE BIOGÁS LTDA,Oeste de Caucaia Landfill Project Activity,Waste Handling and Disposal,0,0,NA,583545,Waste handling and disposal,ACM0001,CE,Under validation,2021-01-01,2027-12-31,"1st, 01/01/2021 - 31/12/2027",NA,116,NA,NA,0,85,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4221,VERRA,Multiple Proponents,Seringueira II REDD+ Project,REDD+,0,0,NA,79730,Agriculture Forestry and Other Land Use,VM0007,AM,Under validation,2020-07-17,2050-07-16,"1st, 17/07/2020 - 16/07/2050",NA,16483,REDD,AUD,0,253,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,"Ruby Canyon Engineering, Inc",NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,"Ruby Canyon Engineering, Inc",CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4237,VERRA,Future Carbon Holding S.A.,Public Lighting in Brazil Grouped Project,Energy Production or Conservation,0,0,NA,47404,Energy demand,AMS-II.L.,BA/SE,Under validation,2021-08-26,2028-08-25,"1st, 26/08/2021 - 25/08/2028",NA,NA,NA,NA,0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4263,VERRA,Future Carbon Holding S.A.,Sepoti REDD Project,REDD+,0,0,NA,26069,Agriculture Forestry and Other Land Use,VM0015,AM,Under validation,2022-10-22,2052-10-21,"1st, 22/10/2022 - 21/10/2052",NA,26062,REDD,AUD,0,174,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,EcoLance Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4265,VERRA,Amazônia Agroflorestal Comercialização de Produtos Agroflorestais Ltda,REDD+ Café Apuí Agroflorestal,REDD+,0,0,NA,57969,Agriculture Forestry and Other Land Use,VM0015,AM,Under validation,2022-03-01,2052-02-29,"1st, 01/03/2022 - 29/02/2052",NA,36708,REDD,AUD,0,221,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,Earthood Services Private Limited,CCB Third Edition,NA,NA,1,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA
4288,VERRA,Brascarbon Consultoria Projetos e Representação S/A,Brascarbon Methane Recovery Project BCA-BRA-18,Waste Handling and Disposal,0,0,NA,57885,Waste handling and disposal,AMS-III.D.,MS,Registration and verification approval requested,2022-01-02,2029-01-01,"1st, 02/01/2022 - 01/01/2029",NA,NA,NA,NA,0,136,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Colombian Institute for Technical Standards and Certification (ICONTEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4289,VERRA,Brascarbon Consultoria Projetos e Representação S/A,Brascarbon Methane Recovery Project BCA-BRA-19,Waste Handling and Disposal,0,0,NA,57930,Waste handling and disposal,AMS-III.D.,MS,Registration and verification approval requested,2022-01-02,2029-01-01,"1st, 02/01/2022 - 01/01/2029",NA,NA,NA,NA,0,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Colombian Institute for Technical Standards and Certification (ICONTEC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4391,VERRA,"Amazon Partners 1, LLC",Amazon Partners 1,REDD+,0,0,NA,345167,Agriculture Forestry and Other Land Use,VM0015,AC,Under validation,2022-12-01,2052-11-30,"1st, 01/12/2022 - 30/11/2052",NA,58488,REDD,AUD,0,528,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Aster Global Environmental Solutions Inc.,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,Aster Global Environmental Solutions Inc.,CCB First Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4394,VERRA,Multiple Proponents,Jatobá REDD+ Project,REDD+,0,0,NA,181360,Agriculture Forestry and Other Land Use,VM0007,AM,Under validation,2020-04-26,2050-04-25,"1st, 26/04/2020 - 25/04/2050",NA,18017,REDD,APD,0,250,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,SCS Global Services,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,SCS Global Services,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4430,VERRA,Multiple Proponents,Reflorestamento de Impacto no Brasil Project,"Forestry, non REDD+",0,0,NA,215,Agriculture Forestry and Other Land Use,AR-ACM0003,MS,Under validation,2023-01-01,2062-12-31,"1st, 01/01/2023 - 31/12/2062",NA,44,ARR,NA,0,91,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,AENOR International S.A.U.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4448,VERRA,Future Carbon Holding S.A.,Raízes do Bem Grouped ARR Project,"Forestry, non REDD+",0,0,NA,522,Agriculture Forestry and Other Land Use,AR-AMS0007,MT/MS,Under development,2020-10-15,2080-10-14,"1st, 15/10/2020 - 14/10/2080",NA,135,ARR,NA,0,44,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4461,VERRA,Multiple Proponents,REDD+ Tauari Forest Conservation Project,REDD+,0,0,NA,3933759,Agriculture Forestry and Other Land Use,VM0007,AC,Under validation,2022-08-26,2052-08-25,"1st, 26/08/2022 - 25/08/2052",NA,126157,REDD,APD,0,155,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,RINA S.p.A (RINA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4476,VERRA,The Green Branch,Grouped Project Sul da Bahia,"Forestry, non REDD+",0,0,NA,174095,Agriculture Forestry and Other Land Use,Methodology Under Development,BA,Under development,2024-03-01,2054-02-28,"CREDITING PERIOD HAS YET TO START, 01/03/2024 - 28/02/2054",NA,10000,ARR,NA,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4485,VERRA,BR ARBO GESTAO FLORESTAL S.A.,Mejuruá Project,REDD+,0,0,NA,2736173,Agriculture Forestry and Other Land Use,VM0007,AM,Under validation,2021-07-26,2031-07-25,"1st, 26/07/2021 - 25/07/2031",NA,674361,REDD,AUD,0,181,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,EPIC Sustainability Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4497,VERRA,"Amazon Partners 20, LLC",Amazon Partners 20,REDD+,0,0,NA,362170,Agriculture Forestry and Other Land Use,VM0015,AC,Under validation,2023-03-21,2053-03-20,"1st, 21/03/2023 - 20/03/2053",NA,76550,REDD,AUD,1,368,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Aster Global Environmental Solutions Inc.,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,Aster Global Environmental Solutions Inc.,CCB First Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4509,VERRA,"Native, a Public Benefit Corporation",Brazil Pastureland Regeneration with Native Palm Silvopasture,"Forestry, non REDD+",0,0,NA,42396,Agriculture Forestry and Other Land Use,AR-ACM0003,SP,Under development,2023-10-01,2043-03-30,"1st, 01/10/2023 - 30/09/2043",NA,4000,ARR,NA,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4535,VERRA,Logum Logística S.A.,SHIFT FROM ROAD FREIGHT TO PIPELINE IN TRANSPORTATION OF LIQUID FUELS IN BRAZIL,Transportation,0,0,NA,92059,Transport,AM0110,SP,Under validation,2021-08-24,2031-08-23,"1st, 24/08/2021 - 23/08/2031",NA,NA,NA,NA,0,72,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4542,VERRA,BRCARBON SERVIÇOS AMBIENTAIS LTDA,Amazônidas REDD+ AUDD Grouped Project,REDD+,0,0,NA,124528,Agriculture Forestry and Other Land Use,VM0015,AM,Under development,2023-04-05,2123-04-04,"1st, 05/04/2023 - 04/04/2123",NA,251706,REDD,AUD,1,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4552,VERRA,Multiple Proponents,UÁKIRY REDD+ AUDD  GROUPED PROJECT,REDD+,0,0,NA,215021,Agriculture Forestry and Other Land Use,VM0015,AC,Under development,2021-08-02,2121-08-01,"1st, 02/08/2021 - 01/08/2121",NA,84220,REDD,AUD,0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4562,VERRA,UniCarbo Energia e Biogás Ltda.,IÇARA LANDFILL GAS PROJECT,Waste Handling and Disposal,0,0,NA,134953,Energy industries (renewable/non-renewable sources)//Waste handling and disposal,ACM0001,SC,Under validation,2021-10-01,2028-09-30,"1st, 01/10/2021 - 30/09/2028",NA,NA,NA,NA,0,138,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"LGAI Technological Center, S.A. (Applus+)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4592,VERRA,SYMBIOSIS INVESTIMENTOS E PARTICIPAÇÕES S.A.,Symbiosis Continuous Cover Forest Project,"Forestry, non REDD+",0,0,NA,810396,Agriculture Forestry and Other Land Use,AR-ACM0003,BA,Under validation,2020-09-09,2050-09-08,"1st, 09/09/2020 - 08/09/2050",NA,236,ARR,NA,0,127,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4593,VERRA,Tembici Participações,Cycling the Change,Transportation,0,0,NA,2654,Transport,AMS-III.BM,RS/BA/DF/PE/MG/SC/PR,Under development,2021-10-11,2031-10-10,"1st, 11/10/2021 - 10/10/2031",NA,NA,NA,NA,0,76,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4633,VERRA,Multiple Proponents,Fortaleza Ituxi II REDD+,REDD+,0,0,NA,592928,Agriculture Forestry and Other Land Use,VM0007,AM,Under development,2021-12-16,2051-12-15,"1st, 16/12/2021 - 15/12/2051",NA,69185,REDD,AUD/APD,0,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4671,VERRA,Multiple Proponents,TAUARI REDD+ PROJECT,REDD+,0,0,NA,63607,Agriculture Forestry and Other Land Use,VM0015,MT,Under development,2020-09-03,2050-09-02,"1st, 03/09/2020 - 02/09/2050",NA,21016,REDD,AUD,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4681,VERRA,Multiple Proponents,YBYRÁ REDD+ Project,REDD+,0,0,NA,401491,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2022-01-31,2052-01-30,"1st, 31/01/2022 - 30/01/2052",NA,76481,REDD,AUD,0,443,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Ruby Canyon Engineering,NA,NA,Under validation and verification,Reduced Emissions from Deforestation and Degradation,Ruby Canyon Engineering,CCB Third Edition,NA,NA,1,Ruby Canyon Engineering,NA,NA,NA,NA,NA,NA
4687,VERRA,Multiple Proponents,Tueré REDD+ Project,REDD+,0,0,NA,745403,Agriculture Forestry and Other Land Use,VM0015,PA,Under validation,2022-08-31,2052-08-30,"1st, 31/08/2022 - 30/08/2052",NA,135342,REDD,AUD,0,222,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,Earthood Services Private Limited,NA,NA,Under validation,Reduced Emissions from Deforestation and Degradation,Earthood Services Private Limited,CCB Third Edition,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4729,VERRA,SADA PARTICIPAÇÕES LTDA,Reforestation activities in Brazil for carbon removals from the atmosphere,"Forestry, non REDD+",0,0,NA,4391,Agriculture Forestry and Other Land Use,AR-ACM0003,GO,Under development,2020-12-11,2057-12-10,"1st, 11/12/2020 - 10/12/2057",NA,1311,ARR,NA,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
