id_registry;registry;project developer;project name;project type;saleable credits registered;credits retired (all time);total buffer pool credits;estimated annual emission reductions;project description;protocol/methodology version;state;project status;document size (pages);gold standard ggc;vcs;ccb-silver;ccb-gold;ccb-biodiversity gold;ccb-community gold;ccb-climate gold;ccb-no distinction;ccb;ccb_development;fsc certification;fsc_development;social carbon;cdm;corsia;sdg;michael_greene_association;area in hectares (ha);afolu;redd type;public_or_indigenous_land;vcs project validator;project_start_crediting;project_end_crediting;crediting period term;certification date;legal issues;legal issues - more information;ccb project status;ccb project type;ccb project validator;ccb standard edition;proponent information;auditor site visit to and from date;number of verification (ccb);first verification;second verification;third verification;fourth verification;fifth verification;sixth  verification;seventh verification
ACR105;American Carbon Registry;F.I.T Timber Ltd;Boa Vista A/R;Forestry, non REDD+;3674586;655;NA;NA;Forest Carbon;Version 5.2.0;RR;Cancelled;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;23057;ARR;NA;0;NA;06/14/1999;NA;06/14/1999 -;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ACR165;American Carbon Registry;Malhas Menegotti Industria Textil Ltda.;Malhas Menegotti Industria Textil Fuel Switch;Transportation;253991;231891;NA;NA;Fuel Switching;Version 19.0;SC;Completed;41;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;NA;01/09/2006;NA;09/01/2006 -;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;Det Norske Veritas Climate Change Services AS (DNV);Det Norske Veritas Climate Change Services AS (DNV);Det Norske Veritas Climate Change Services AS (DNV);NA;NA;NA;NA
ACR177;American Carbon Registry;Statkraft Energias Renovaveis S.A.;Monjolinho Energetica S/A Hydropower Plant Project (Alzir dos Santos Antunes);Energy Production or Conservation;673609;41066;NA;NA;Renewable Energy;Version 15.0;RS;Completed;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;NA;03/09/2009;NA;09/03/2009 -;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;Det Norske Veritas Climate Change Services AS (DNV);NA;NA;NA;NA;NA;NA
ACR191;American Carbon Registry;MS RENOVAVEIS PARTICIPACOES SOCIETARIAS S.A.;MS Renovaveis Wind Power Complex: Mar e Terra, Areia Branca, Embuaca and Icarai;Energy Production or Conservation;587064;NA;NA;NA;Renewable Energy;Version 15.0;RN/CE;Completed;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;NA;06/29/2013;NA;06/29/2013 -;NA;NA;NA;NA;NA;NA;NA;https://www.aesbrasil.com.br/pt-br;NA;2;Ruby Canyon Environment;Ruby Canyon Environment;NA;NA;NA;NA;NA
ACR215;American Carbon Registry;Sustainable Carbon - Projetos Ambientais Ltda.;Açu Renewable Energy Project;Energy Production or Conservation;0;0;NA;NA;Renewable Energy;AMS-I.E.;RN;Cancelled;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6, 7, 13, 15;0;NA;NA;NA;0;NA;01/01/2013;12/31/2019;01/01/2013 - 12/31/2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ACR216;American Carbon Registry;Sustainable Carbon - Projetos Ambientais Ltda.;Renewable Energy Project in the State of Ceará;Energy Production or Conservation;0;0;NA;NA;Renewable Energy;AMS-I.E;CE;Cancelled;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6, 7, 13, 15;0;NA;NA;NA;0;NA;01/01/2013;12/31/2019;01/01/2013 - 12/31/2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ACR217;American Carbon Registry;Sustainable Carbon - Projetos Ambientais Ltda.;São Luís Renewable Energy Project;Energy Production or Conservation;0;0;NA;NA;Renewable Energy;AMS-I.E;MA;Cancelled;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6, 7, 13, 15;0;NA;NA;NA;0;NA;01/01/2014;12/31/2020;01/01/2014 - 12/31/2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ACR218;American Carbon Registry;Sustainable Carbon - Projetos Ambientais Ltda.;Seridó Renewable Energy Project;Energy Production or Conservation;0;0;NA;NA;Renewable Energy;AMS-I.E;PB/RN;Cancelled;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6, 7, 13, 15;0;NA;NA;NA;0;NA;01/01/2015;12/31/2021;01/01/2015 - 12/31/2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ACR219;American Carbon Registry;Sustainable Carbon - Projetos Ambientais Ltda.;Low Carbon Agriculture: Composting Project in Brazil;Livestock Waste Management;0;0;NA;NA;Livestock, enteric fermentation, and manure management;ACM0010;PR/SC/RS;Cancelled;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2, 9, 13;0;NA;NA;NA;0;NA;01/01/2014;12/31/2020;01/01/2014 - 12/31/2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ACR220;American Carbon Registry;Sustainable Carbon - Projetos Ambientais Ltda.;Araripina Renewable Energy Project;Energy Production or Conservation;0;0;NA;NA;Renewable Energy;AMS-I.E.;PE;Cancelled;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6, 7, 13, 15;0;NA;NA;NA;0;NA;01/01/2015;12/31/2021;01/01/2015 - 12/31/2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ACR224;American Carbon Registry;SANTOS ENERGIA PARTICIPACOES S.A.;SANTOS ENERGIA WIND POWER COMPLEX: SANTO ANTONIO DE PADUA, SAO CRISTOVAO AND SAO JORGE;Energy Production or Conservation;344550;NA;NA;NA;Renewable Energy;Version 15.0;CE;Completed;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;NA;11/11/2014;NA;11/11/2014 -;NA;NA;NA;NA;NA;NA;NA;https://www.aesbrasil.com.br/pt-br;NA;2;Ruby Canyon Environment;Ruby Canyon Environment;NA;NA;NA;NA;NA
CDM_10286;CDM;Not Provided;Brazilian PoA for NAMA incentivized NCRE Projects;Energy Production or Conservation;234859;NA;NA;211875;Solar & wind;ACM0002;BR;CDM_program;82;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;NA;05/05/2014  ;05/04/2042;05/05/2014 - 05/04/2042;NA;NA;NA;NA;NA;NA;NA;ENGIE Brasil Energia S.A.;NA;NA;NA;NA;NA;NA;NA;NA;NA
CDM_10261;CDM;Not Provided;Oeste de Caucaia Landfill Project Activity;Energy Production or Conservation;1081131;NA;NA;318186;Landfill gas;ACM0001;CE;CDM_program;62;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;NA;02/01/2015;02/01/2022;02/01/2015 - 02/01/2022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS1028;Gold Standard;Instituto Perene;Efficient Cookstoves in Bahia II - Santo Amaro;Energy Production or Conservation;29330;28980;NA;4700;Energy Efficiency - Domestic;GS MS Simplified Methodology for Efficient Cookstoves v1.;BA;Certified;49;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1, 7, 13;0;NA;NA;NA;0;NA;05/01/2014;02/08/2021;05/01/2014 - 02/08/2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS1042;Gold Standard;Sustainable Carbon - Projetos Ambientais LTDA;Ceará Renewable Energy Bundled Project;Biomass, or Liquid Biofuel;505363;351231;NA;36173;Biomass, or Liquid Biofuel - Heat;Not provided;CE;Certified;44;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7, 8, 13;0;NA;NA;NA;0;NA;09/01/2010;08/31/2020;09/01/2010 - 08/31/2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS11728;Gold Standard;Conestoga-rovers Engenharia Ltda;Manaus Landfill Gas Project;Waste Handling and Disposal;342264;0;NA;676996;Waste handling and disposal;ACM0001;AM;Certified;164;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5, 7, 8, 13;0;NA;NA;NA;0;NA;09/07/2018;08/07/2023;09/07/2018 - 08/07/2023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS1244;Gold Standard;myclimate Foundation;Production of thermal energy from renewable biomass at Melhoramentos Papeis Ltda;Biomass, or Liquid Biofuel;84698;64122;NA;48554;Biomass, or Liquid Biofuel - Heat;AMS-I.C;SP;Certified;70;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7, 8, 12, 13, 17;0;NA;NA;NA;0;NA;09/23/2011;09/22/2021;09/23/2011 - 09/22/2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS1291;Gold Standard;Sustainable Carbon - Projetos Ambientais LTDA;Balsas Renewable Energy Project;Biomass, or Liquid Biofuel;19376;19243;NA;5688;Biomass, or Liquid Biofuel - Heat;AMS-I.E.;MA;Certified;51;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3, 13, 15;0;NA;NA;NA;0;NA;12/01/2011;11/30/2021;12/01/2011 - 11/30/2021;NA;NA;NA;NA;NA;NA;NA;http://www.sustainablecarbon.com;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS2290;Gold Standard;Sustainable Carbon - Projetos Ambientais LTDA;Buenos Aires Renewable Energy Project;Biomass, or Liquid Biofuel;163503;70698;NA;26180;Biomass, or Liquid Biofuel - Heat;Unknown;PE;Certified;44;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;7, 8, 13;0;NA;NA;NA;0;NA;03/01/2012;12/31/2019;03/01/2012 - 12/31/2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS3122;Gold Standard;Consórcio Horizonte Asja;Consórcio Horizonte Asja;Waste Handling and Disposal;0;0;NA;134160;Biogas - Electricity;ACM0001;MG;Certified;86;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3, 12, 13;0;NA;NA;NA;0;NA;06/04/2011;06/03/2021;06/04/2011 - 06/03/2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS3434;Gold Standard;Energas Geracao de Energia Ltda;Uberlândia landfills I and II;Biomass, or Liquid Biofuel;640208;281166;NA;141878;Biogas - Electricity;ACM0001;MG;Certified;38;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3, 7, 13;0;NA;NA;NA;0;NA;09/04/2019;09/03/2026;09/04/2019 - 09/03/2026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS6050;Gold Standard;Instituto Perene;Efficient Cookstoves in Bahia III;Energy Production or Conservation;15012;14891;NA;7642;Energy Efficiency - Domestic;GS Methodology for Improved Cook stoves and Kitchen Regimes v1.;BA;Certified;63;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1, 3, 7, 13;0;NA;NA;NA;0;NA;04/01/2018;04/01/2028;04/01/2018 - 04/01/2028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS765;Gold Standard;Myclimate Foundation;BK Energia Itacoatiara Project;Biomass, or Liquid Biofuel;472891;0;NA;47172;Biomass, or Liquid Biofuel - Heat;AMS-I.D;AM;Certified;63;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7, 8, 13, 15, 17;0;NA;NA;NA;0;NA;01/11/2016;10/31/2023;01/11/2016 - 10/31/2023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GS832;Gold Standard;Instituto Perene;Efficient Cook Stoves in the Bahian Reconcavo region;Energy Production or Conservation;54769;54686;NA;8834;Energy Efficiency - Domestic;GS Methodology for Improved Cook stoves and Kitchen Regimes v2.;BA;Certified;94;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1, 7, 13;0;NA;NA;NA;0;NA;05/08/2011;05/07/2021;05/08/2011 - 05/07/2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;VERRA;Agcert do Brasil Solucoes Ambientais Ltda.;AWMS METHANE RECOVERY PROJECT BR06-S-19;Waste Handling and Disposal;786;786;NA;19989;Waste handling and disposal;AMS-III.D.;GO;Registered;59;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);01/12/2007;11/30/2017;CREDITING PERIOD HAS EXPIRED, 01/12/2007 - 30/11/2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10;VERRA;Multiple Proponents;BAESA Project;Energy Production or Conservation;6528260;3444782;NA;608686;Energy industries (renewable/non-renewable sources);ACM0002;RS/SC;Registered;44;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;01/01/2006;12/31/2015;CREDITING PERIOD HAS EXPIRED, 01/01/2006 - 31/12/2015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
18;VERRA;Agcert do Brasil Solucoes Ambientais Ltda.;AWMS METHANE RECOVERY PROJECT BR06-S-21;Waste Handling and Disposal;279;279;NA;17918;Waste handling and disposal;AMS-III.D.;GO;Registered;62;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);01/01/2007;12/31/2016;CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
19;VERRA;Agcert do Brasil Solucoes Ambientais Ltda.;AWMS METHANE RECOVERY PROJECT BR06-S-24;Waste Handling and Disposal;139;139;NA;21280;Waste handling and disposal;AMS-III.D.;MT/MS;Registered;59;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);01/01/2007;12/31/2016;CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20;VERRA;Agcert do Brasil Solucoes Ambientais Ltda.;AWMS METHANE RECOVERY PROJECT BR06-S-25;Waste Handling and Disposal;921;921;NA;28222;Waste handling and disposal;AMS-III.D.;MG;Registered;56;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);01/01/2007;12/31/2016;CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
21;VERRA;Agcert do Brasil Solucoes Ambientais Ltda.;AWMS METHANE RECOVERY PROJECT BR06-S-26;Waste Handling and Disposal;368;368;NA;12411;Waste handling and disposal;AMS-III.D.;MG;Registered;59;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);01/01/2007;12/31/2016;CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
22;VERRA;Agcert do Brasil Solucoes Ambientais Ltda.;AWMS METHANE RECOVERY PROJECT BR06-S-27;Waste Handling and Disposal;680;680;NA;11001;Waste handling and disposal;AMS-III.D.;GO;Registered;50;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);01/01/2007;12/31/2016;CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
23;VERRA;Agcert do Brasil Solucoes Ambientais Ltda.;AWMS METHANE RECOVERY PROJECT BR06-S-28;Waste Handling and Disposal;180;180;NA;4228;Waste handling and disposal;AMS-III.D.;SC;Registered;51;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);08/01/2007;12/31/2027;3rd, 01/01/2021 - 31/12/2027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
24;VERRA;Agcert do Brasil Solucoes Ambientais Ltda.;AWMS METHANE RECOVERY PROJECT BR06-S-29;Waste Handling and Disposal;528;528;NA;22819;Waste handling and disposal;AMS-III.D.;SP;Registered;49;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Tuev Sued Industrie Service GmbH (Tuev Sued);04/01/2007;03/31/2017;CREDITING PERIOD HAS EXPIRED, 01/04/2007 - 31/03/2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;VERRA;Luara Indústria e Comércio de Materiais Ltda;Luara Ceramic Fuel Switching Project;Energy Production or Conservation;92835;42676;NA;9450;Energy industries (renewable/non-renewable sources);AMS-I.C.;SP;Registered;24;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);04/01/2006;03/31/2016;CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;VERRA;Kitambar Artefatos de Cerâmica Ltda.;Kitambar Switching Fuel Project;Energy Production or Conservation;536112;459457;NA;35588;Energy industries (renewable/non-renewable sources);AMS-I.E.;PE;On Hold;41;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;01/01/2007;12/31/2016;1st, 01/01/2007 - 31/12/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
34;VERRA;Multiple Proponents;Cavalcante Ceramic fuel switching project;Energy Production or Conservation;204481;82747;NA;17139;Energy industries (renewable/non-renewable sources);AMS-I.E.;PA;Registered;39;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;01/01/2007;12/31/2016;CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
52;VERRA;Multiple Proponents;Nascente Ceramic Fuel Switching Project;Energy Production or Conservation;57925;48457;NA;9040;Energy industries (renewable/non-renewable sources);AMS-I.E.;SP;Registered;46;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/01/2007;12/31/2016;CREDITING PERIOD HAS EXPIRED, 01/01/2007 - 31/12/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
53;VERRA;Ceramica Milenium;Milenium Ceramic Switching Non Renewable Biomass Project;Energy Production or Conservation;190768;190083;NA;23371;Energy industries (renewable/non-renewable sources);AMS-I.E.;TO;Registered;30;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/09/2007;08/31/2027;2nd, 01/09/2017 - 31/08/2027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
54;VERRA;Multiple Proponents;Cenol and Telha Forte Ceramics Switching Fuel Project;Energy Production or Conservation;341900;146283;NA;57729;Energy industries (renewable/non-renewable sources);AMS-I.E.;PA;Registered;47;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/11/2007;10/31/2017;CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
55;VERRA;Cerâmica Lucevans Ltda.;Lucevans Ceramic Fuel Switching Project;Energy Production or Conservation;23370;23370;NA;9144;Energy industries (renewable/non-renewable sources);AMS-I.E.;SP;Registered;34;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/09/2007;08/31/2017;CREDITING PERIOD HAS EXPIRED, 01/09/2007 - 31/08/2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
60;VERRA;Multiple Proponents;Irmãos Fredi Ceramic Fuel Switching Project;Energy Production or Conservation;183256;140097;NA;21743;Energy industries (renewable/non-renewable sources);AMS-I.E.;SP;Registered;NA;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/04/2006;03/31/2027;3rd, 01/04/2020 - 31/03/2027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
61;VERRA;Multiple Proponents;Tapajós Ceramic Fuel Switching Project;Energy Production or Conservation;38390;29918;NA;10622;Energy industries (renewable/non-renewable sources);AMS-I.E.;SP;Registered;NA;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/04/2006;03/31/2026;2nd, 01/04/2016 - 31/03/2026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
63;VERRA;Multiple Proponents;Argibem, São Sebastião and Vulcão Ceramics Fuel Switching Project;Energy Production or Conservation;86643;81393;NA;20814;Energy industries (renewable/non-renewable sources);AMS-I.C.;RJ;Registered;NA;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/04/2006;03/31/2016;CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
64;VERRA;Multiple Proponents;Gomes de Mattos Ceramic Fuel Switching Project;Energy Production or Conservation;608418;516057;NA;47997;Energy industries (renewable/non-renewable sources);AMS-I.E.;CE;Registered;44;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Earthood Services Private Limited;01/05/2006;04/30/2016;CREDITING PERIOD HAS EXPIRED, 01/05/2006 - 30/04/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
65;VERRA;Multiple Proponents;Reunidas Ceramic Switching Non-Renewable Biomass Project;Energy Production or Conservation;80828;25790;NA;9654;Energy industries (renewable/non-renewable sources);AMS-I.E.;TO;Registered;45;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/10/2007;09/30/2017;CREDITING PERIOD HAS EXPIRED, 01/10/2007 - 30/09/2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
70;VERRA;EcoSecurities International Limited;Irani Wastewater Methane Avoidance Project;Waste Handling and Disposal;58479;58468;NA;55966;Waste handling and disposal;AMS-III.I.;SC;Registered;33;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;Det Norske Veritas Climate Change Services AS (DNV);01/01/2008;03/31/2028;3rd, 01/04/2021 - 31/03/2028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
78;VERRA;EcoSecurities International Limited;NOBRECEL Biomass energy project;Energy Production or Conservation;412030;410995;NA;76743;Energy industries (renewable/non-renewable sources);ACM0006;SP;Registered;55;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;NA;NA;0;SGS United Kingdom Ltd. (SGS);01/01/2002;12/31/2031;3rd, 01/01/2022 - 31/12/2031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
81;VERRA;Ceramic Sao Judas Tadeu Ltda;São Judas Tadeu Fuel Switching Project;Energy Production or Conservation;19566;19566;NA;16416;Energy industries (renewable/non-renewable sources);AMS-I.E.;TO;Registered;44;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/12/2001;11/30/2028;3rd, 01/12/2021 - 30/11/2028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
83;VERRA;Multiple Proponents;Guaraí, Itabira and Santa Izabel Ceramics Fuel Switching Project;Energy Production or Conservation;297688;271932;NA;42304;Energy industries (renewable/non-renewable sources);AMS-I.C.;RJ;Registered;44;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);01/04/2006;03/31/2006;2nd, 01/04/2016 - 31/03/2026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
103;VERRA;RIMA Industrial S/A;RIMA Fuel Switch in Bocaiúva;Energy Production or Conservation;23686;19576;NA;28849;Energy industries (renewable/non-renewable sources);AMS-I.C.;MG;Registered;22;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;NA;0;NA;NA;NA;0;SGS United Kingdom Ltd. (SGS);04/01/2006;03/31/2016;CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
130;VERRA;Multiple Proponents;Arrozal, GGP and Sul America Ceramics Fuel Switching Project;Energy Production or Conservation;123808;108898;NA;27771;Energy industries (renewable/non-renewable sources);AMS-I.C.;RJ;Registered;53;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);04/01/2006;07/31/2024;2nd, 01/04/2016 - 31/03/2026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
131;VERRA;Milton A. Salzedas Panorama - MEa;Sol Nascente Ceramic Fuel Switching Project;Energy Production or Conservation;78171;57675;NA;10411;Energy industries (renewable/non-renewable sources);AMS-I.E.;SP;Registered;46;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;NA;0;NA;NA;NA;0;Tuev Nord Cert GmbH (Tuev Nord);04/01/2006;03/31/2016;CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
